"","TIME","Tair"
"80",2023-06-01 13:10:00,30.2652
"81",2023-06-01 13:20:00,29.9732
"82",2023-06-01 13:30:00,29.7724
"83",2023-06-01 13:40:00,29.602
"84",2023-06-01 13:50:00,29.8628
"85",2023-06-01 14:00:00,29.9534
"86",2023-06-01 14:10:00,30.0939
"87",2023-06-01 14:20:00,30.2853
"88",2023-06-01 14:30:00,30.4166
"89",2023-06-01 14:40:00,30.4772
"90",2023-06-01 14:50:00,30.3158
"91",2023-06-01 15:00:00,29.8025
"92",2023-06-01 15:10:00,30.1846
"93",2023-06-01 15:20:00,30.3055
"94",2023-06-01 15:30:00,30.457
"95",2023-06-01 15:40:00,30.6793
"96",2023-06-01 15:50:00,31.1052
"97",2023-06-01 16:00:00,30.72
"98",2023-06-01 16:10:00,30.5378
"99",2023-06-01 16:20:00,30.075
"100",2023-06-01 16:30:00,29.1225
"101",2023-06-01 16:40:00,29.9132
"102",2023-06-01 16:50:00,30.3863
"103",2023-06-01 17:00:00,30.1042
"104",2023-06-01 17:10:00,30.2247
"105",2023-06-01 17:20:00,30.4671
"106",2023-06-01 17:30:00,30.5378
"107",2023-06-01 17:40:00,30.6085
"108",2023-06-01 17:50:00,30.6287
"109",2023-06-01 18:00:00,30.6186
"110",2023-06-01 18:10:00,30.3358
"111",2023-06-01 18:20:00,30.2551
"112",2023-06-01 18:30:00,29.7124
"113",2023-06-01 18:40:00,29.2221
"114",2023-06-01 18:50:00,28.8734
"115",2023-06-01 19:00:00,28.754
"116",2023-06-01 19:10:00,28.5952
"117",2023-06-01 19:20:00,28.159
"118",2023-06-01 19:30:00,27.5176
"119",2023-06-01 19:40:00,26.9476
"120",2023-06-01 19:50:00,26.6343
"121",2023-06-01 20:00:00,26.2337
"122",2023-06-01 20:10:00,25.805
"123",2023-06-01 20:20:00,25.3966
"124",2023-06-01 20:30:00,24.5642
"125",2023-06-01 20:40:00,23.7154
"126",2023-06-01 20:50:00,23.369
"127",2023-06-01 21:00:00,23.0232
"128",2023-06-01 21:10:00,22.7645
"129",2023-06-01 21:20:00,22.3526
"130",2023-06-01 21:30:00,21.8648
"131",2023-06-01 21:40:00,21.3682
"132",2023-06-01 21:50:00,20.6623
"133",2023-06-01 22:00:00,20.2908
"134",2023-06-01 22:10:00,19.8815
"135",2023-06-01 22:20:00,19.7388
"136",2023-06-01 22:30:00,19.1486
"137",2023-06-01 22:40:00,18.54
"138",2023-06-01 22:50:00,18.1499
"139",2023-06-01 23:00:00,17.874
"140",2023-06-01 23:10:00,17.3508
"141",2023-06-01 23:20:00,16.8749
"142",2023-06-01 23:30:00,16.294
"143",2023-06-01 23:40:00,16.1506
"144",2023-06-01 23:50:00,15.9985
"145",2023-06-02,15.951
"146",2023-06-02 00:10:00,15.7311
"147",2023-06-02 00:20:00,15.4636
"148",2023-06-02 00:30:00,15.2632
"149",2023-06-02 00:40:00,14.9192
"150",2023-06-02 00:50:00,14.8712
"151",2023-06-02 01:00:00,14.8136
"152",2023-06-02 01:10:00,14.9861
"153",2023-06-02 01:20:00,15.2154
"154",2023-06-02 01:30:00,15.3397
"155",2023-06-02 01:40:00,15.1198
"156",2023-06-02 01:50:00,15.0245
"157",2023-06-02 02:00:00,15.0817
"158",2023-06-02 02:10:00,14.9288
"159",2023-06-02 02:20:00,15.1962
"160",2023-06-02 02:30:00,15.3491
"161",2023-06-02 02:40:00,15.5306
"162",2023-06-02 02:50:00,15.5594
"163",2023-06-02 03:00:00,15.2249
"164",2023-06-02 03:10:00,15.0149
"165",2023-06-02 03:20:00,14.7471
"166",2023-06-02 03:30:00,14.5266
"167",2023-06-02 03:40:00,14.0667
"168",2023-06-02 03:50:00,13.99
"169",2023-06-02 04:00:00,14.2871
"170",2023-06-02 04:10:00,14.6321
"171",2023-06-02 04:20:00,14.9383
"172",2023-06-02 04:30:00,15.1
"173",2023-06-02 04:40:00,15.2
"174",2023-06-02 04:50:00,15.3
"175",2023-06-02 05:00:00,15.3
"176",2023-06-02 05:10:00,15.3
"177",2023-06-02 05:20:00,15.3
"178",2023-06-02 05:30:00,15.3
"179",2023-06-02 05:40:00,15.4
"180",2023-06-02 05:50:00,15.4826
"181",2023-06-02 06:00:00,15.5305
"182",2023-06-02 06:10:00,15.7979
"183",2023-06-02 06:20:00,16.0555
"184",2023-06-02 06:30:00,16.3607
"185",2023-06-02 06:40:00,16.713
"186",2023-06-02 06:50:00,17.0843
"187",2023-06-02 07:00:00,17.5602
"188",2023-06-02 07:10:00,18.0545
"189",2023-06-02 07:20:00,18.293
"190",2023-06-02 07:30:00,18.5115
"191",2023-06-02 07:40:00,18.7965
"192",2023-06-02 07:50:00,19.2248
"193",2023-06-02 08:00:00,19.7386
"194",2023-06-02 08:10:00,20.3384
"195",2023-06-02 08:20:00,20.9579
"196",2023-06-02 08:30:00,21.6357
"197",2023-06-02 08:40:00,22.2951
"198",2023-06-02 08:50:00,22.9274
"199",2023-06-02 09:00:00,23.5229
"200",2023-06-02 09:10:00,23.7057
"201",2023-06-02 09:20:00,23.1288
"202",2023-06-02 09:30:00,23.9947
"203",2023-06-02 09:40:00,24.332
"204",2023-06-02 09:50:00,24.0041
"205",2023-06-02 10:00:00,24.1874
"206",2023-06-02 10:10:00,23.7826
"207",2023-06-02 10:20:00,23.8308
"208",2023-06-02 10:30:00,24.0141
"209",2023-06-02 10:40:00,24.5929
"210",2023-06-02 10:50:00,25.4163
"211",2023-06-02 11:00:00,25.7856
"212",2023-06-02 11:10:00,26.8008
"213",2023-06-02 11:20:00,27.4979
"214",2023-06-02 11:30:00,28.0502
"215",2023-06-02 11:40:00,29.013
"216",2023-06-02 11:50:00,29.7123
"217",2023-06-02 12:00:00,30.0136
"218",2023-06-02 12:10:00,30.054
"219",2023-06-02 12:20:00,30.2349
"220",2023-06-02 12:30:00,30.4065
"221",2023-06-02 12:40:00,30.3156
"222",2023-06-02 12:50:00,30.3964
"223",2023-06-02 13:00:00,30.4065
"224",2023-06-02 13:10:00,30.4267
"225",2023-06-02 13:20:00,30.558
"226",2023-06-02 13:30:00,29.4731
"227",2023-06-02 13:40:00,28.9431
"228",2023-06-02 13:50:00,29.4324
"229",2023-06-02 14:00:00,30.3158
"230",2023-06-02 14:10:00,30.5683
"231",2023-06-02 14:20:00,30.316
"232",2023-06-02 14:30:00,29.352
"233",2023-06-02 14:40:00,28.9231
"234",2023-06-02 14:50:00,29.5621
"235",2023-06-02 15:00:00,29.7526
"236",2023-06-02 15:10:00,28.9229
"237",2023-06-02 15:20:00,28.993
"238",2023-06-02 15:30:00,29.0528
"239",2023-06-02 15:40:00,29.8628
"240",2023-06-02 15:50:00,28.9139
"241",2023-06-02 16:00:00,28.3273
"242",2023-06-02 16:10:00,28.3867
"243",2023-06-02 16:20:00,28.4563
"244",2023-06-02 16:30:00,28.1788
"245",2023-06-02 16:40:00,28.6248
"246",2023-06-02 16:50:00,29.0029
"247",2023-06-02 17:00:00,28.5949
"248",2023-06-02 17:10:00,28.6846
"249",2023-06-02 17:20:00,29.0426
"250",2023-06-02 17:30:00,29.1026
"251",2023-06-02 17:40:00,29.0726
"252",2023-06-02 17:50:00,29.2121
"253",2023-06-02 18:00:00,28.963
"254",2023-06-02 18:10:00,28.5653
"255",2023-06-02 18:20:00,27.8723
"256",2023-06-02 18:30:00,27.616
"257",2023-06-02 18:40:00,27.4978
"258",2023-06-02 18:50:00,27.3994
"259",2023-06-02 19:00:00,27.3994
"260",2023-06-02 19:10:00,27.3013
"261",2023-06-02 19:20:00,26.9966
"262",2023-06-02 19:30:00,26.7614
"263",2023-06-02 19:40:00,26.781
"264",2023-06-02 19:50:00,26.2241
"265",2023-06-02 20:00:00,25.6687
"266",2023-06-02 20:10:00,25.3481
"267",2023-06-02 20:20:00,24.8251
"268",2023-06-02 20:30:00,23.9947
"269",2023-06-02 20:40:00,23.2633
"270",2023-06-02 20:50:00,22.7837
"271",2023-06-02 21:00:00,22.4386
"272",2023-06-02 21:10:00,22.1516
"273",2023-06-02 21:20:00,21.7025
"274",2023-06-02 21:30:00,21.0628
"275",2023-06-02 21:40:00,20.7387
"276",2023-06-02 21:50:00,20.4525
"277",2023-06-02 22:00:00,20.2624
"278",2023-06-02 22:10:00,20.0335
"279",2023-06-02 22:20:00,19.796
"280",2023-06-02 22:30:00,19.6336
"281",2023-06-02 22:40:00,19.434
"282",2023-06-02 22:50:00,19.2345
"283",2023-06-02 23:00:00,19.0631
"284",2023-06-02 23:10:00,18.863
"285",2023-06-02 23:20:00,18.6825
"286",2023-06-02 23:30:00,18.483
"287",2023-06-02 23:40:00,18.2739
"288",2023-06-02 23:50:00,18.14
"289",2023-06-03,18.0165
"290",2023-06-03 00:10:00,17.912
"291",2023-06-03 00:20:00,17.7505
"292",2023-06-03 00:30:00,17.5605
"293",2023-06-03 00:40:00,17.4174
"294",2023-06-03 00:50:00,17.3315
"295",2023-06-03 01:00:00,17.2175
"296",2023-06-03 01:10:00,17.189
"297",2023-06-03 01:20:00,17.094
"298",2023-06-03 01:30:00,16.999
"299",2023-06-03 01:40:00,16.9318
"300",2023-06-03 01:50:00,16.77
"301",2023-06-03 02:00:00,16.7035
"302",2023-06-03 02:10:00,16.6275
"303",2023-06-03 02:20:00,16.751
"304",2023-06-03 02:30:00,16.808
"305",2023-06-03 02:40:00,16.808
"306",2023-06-03 02:50:00,16.7985
"307",2023-06-03 03:00:00,16.713
"308",2023-06-03 03:10:00,16.5036
"309",2023-06-03 03:20:00,16.1985
"310",2023-06-03 03:30:00,15.9699
"311",2023-06-03 03:40:00,15.7885
"312",2023-06-03 03:50:00,15.6736
"313",2023-06-03 04:00:00,15.607
"314",2023-06-03 04:10:00,15.569
"315",2023-06-03 04:20:00,15.6545
"316",2023-06-03 04:30:00,15.6928
"317",2023-06-03 04:40:00,15.76
"318",2023-06-03 04:50:00,15.76
"319",2023-06-03 05:00:00,15.76
"320",2023-06-03 05:10:00,15.76
"321",2023-06-03 05:20:00,15.8075
"322",2023-06-03 05:30:00,15.8742
"323",2023-06-03 05:40:00,15.951
"324",2023-06-03 05:50:00,15.951
"325",2023-06-03 06:00:00,16.008
"326",2023-06-03 06:10:00,16.189
"327",2023-06-03 06:20:00,16.4273
"328",2023-06-03 06:30:00,16.6845
"329",2023-06-03 06:40:00,16.9224
"330",2023-06-03 06:50:00,17.2651
"331",2023-06-03 07:00:00,17.6175
"332",2023-06-03 07:10:00,17.76
"333",2023-06-03 07:20:00,17.722
"334",2023-06-03 07:30:00,17.8645
"335",2023-06-03 07:40:00,18.1689
"336",2023-06-03 07:50:00,18.483
"337",2023-06-03 08:00:00,18.6635
"338",2023-06-03 08:10:00,18.844
"339",2023-06-03 08:20:00,19.0725
"340",2023-06-03 08:30:00,19.453
"341",2023-06-03 08:40:00,19.929
"342",2023-06-03 08:50:00,20.4337
"343",2023-06-03 09:00:00,20.7955
"344",2023-06-03 09:10:00,21.1201
"345",2023-06-03 09:20:00,21.397
"346",2023-06-03 09:30:00,21.5878
"347",2023-06-03 09:40:00,21.8552
"348",2023-06-03 09:50:00,22.0655
"349",2023-06-03 10:00:00,22.3236
"350",2023-06-03 10:10:00,22.6686
"351",2023-06-03 10:20:00,23.004
"352",2023-06-03 10:30:00,22.9944
"353",2023-06-03 10:40:00,23.3496
"354",2023-06-03 10:50:00,23.8309
"355",2023-06-03 11:00:00,23.9561
"356",2023-06-03 11:10:00,24.1485
"357",2023-06-03 11:20:00,24.3225
"358",2023-06-03 11:30:00,24.8056
"359",2023-06-03 11:40:00,24.9407
"360",2023-06-03 11:50:00,25.1056
"361",2023-06-03 12:00:00,25.3773
"362",2023-06-03 12:10:00,25.912
"363",2023-06-03 12:20:00,26.5758
"364",2023-06-03 12:30:00,26.5366
"365",2023-06-03 12:40:00,26.4193
"366",2023-06-03 12:50:00,26.6438
"367",2023-06-03 13:00:00,26.83
"368",2023-06-03 13:10:00,26.9182
"369",2023-06-03 13:20:00,26.9574
"370",2023-06-03 13:30:00,27.1437
"371",2023-06-03 13:40:00,26.9182
"372",2023-06-03 13:50:00,26.7712
"373",2023-06-03 14:00:00,27.075
"374",2023-06-03 14:10:00,26.9084
"375",2023-06-03 14:20:00,26.9574
"376",2023-06-03 14:30:00,27.0064
"377",2023-06-03 14:40:00,26.928
"378",2023-06-03 14:50:00,26.928
"379",2023-06-03 15:00:00,26.8888
"380",2023-06-03 15:10:00,26.9378
"381",2023-06-03 15:20:00,27.3011
"382",2023-06-03 15:30:00,27.3995
"383",2023-06-03 15:40:00,27.498
"384",2023-06-03 15:50:00,28.3078
"385",2023-06-03 16:00:00,28.3278
"386",2023-06-03 16:10:00,27.6258
"387",2023-06-03 16:20:00,27.0366
"388",2023-06-03 16:30:00,27.095
"389",2023-06-03 16:40:00,26.8207
"390",2023-06-03 16:50:00,26.7912
"391",2023-06-03 17:00:00,27.6062
"392",2023-06-03 17:10:00,28.1095
"393",2023-06-03 17:20:00,28.3372
"394",2023-06-03 17:30:00,28.4164
"395",2023-06-03 17:40:00,28.2586
"396",2023-06-03 17:50:00,27.4881
"397",2023-06-03 18:00:00,27.7045
"398",2023-06-03 18:10:00,27.7243
"399",2023-06-03 18:20:00,27.0457
"400",2023-06-03 18:30:00,26.3412
"401",2023-06-03 18:40:00,26.3314
"402",2023-06-03 18:50:00,26.2631
"403",2023-06-03 19:00:00,25.6493
"404",2023-06-03 19:10:00,25.3093
"405",2023-06-03 19:20:00,25.6003
"406",2023-06-03 19:30:00,25.164
"407",2023-06-03 19:40:00,24.1104
"408",2023-06-03 19:50:00,23.3882
"409",2023-06-03 20:00:00,23.2728
"410",2023-06-03 20:10:00,22.7932
"411",2023-06-03 20:20:00,22.4674
"412",2023-06-03 20:30:00,22.0464
"413",2023-06-03 20:40:00,21.6929
"414",2023-06-03 20:50:00,21.3109
"415",2023-06-03 21:00:00,20.9769
"416",2023-06-03 21:10:00,20.6623
"417",2023-06-03 21:20:00,20.348
"418",2023-06-03 21:30:00,20.1382
"419",2023-06-03 21:40:00,19.9195
"420",2023-06-03 21:50:00,19.6719
"421",2023-06-03 22:00:00,19.4435
"422",2023-06-03 22:10:00,19.282
"423",2023-06-03 22:20:00,19.0344
"424",2023-06-03 22:30:00,18.9105
"425",2023-06-03 22:40:00,18.825
"426",2023-06-03 22:50:00,18.711
"427",2023-06-03 23:00:00,18.54
"428",2023-06-03 23:10:00,18.3215
"429",2023-06-03 23:20:00,18.1402
"430",2023-06-03 23:30:00,17.95
"431",2023-06-03 23:40:00,17.8455
"432",2023-06-03 23:50:00,17.7
"433",2023-06-04,17.5225
"434",2023-06-04 00:10:00,17.4
"435",2023-06-04 00:20:00,17.2745
"436",2023-06-04 00:30:00,17.094
"437",2023-06-04 00:40:00,16.9606
"438",2023-06-04 00:50:00,16.77
"439",2023-06-04 01:00:00,16.637
"440",2023-06-04 01:10:00,16.77
"441",2023-06-04 01:20:00,16.808
"442",2023-06-04 01:30:00,16.808
"443",2023-06-04 01:40:00,16.808
"444",2023-06-04 01:50:00,16.7415
"445",2023-06-04 02:00:00,16.6655
"446",2023-06-04 02:10:00,16.542
"447",2023-06-04 02:20:00,16.523
"448",2023-06-04 02:30:00,16.4367
"449",2023-06-04 02:40:00,16.332
"450",2023-06-04 02:50:00,16.2082
"451",2023-06-04 03:00:00,16.065
"452",2023-06-04 03:10:00,15.9126
"453",2023-06-04 03:20:00,15.7885
"454",2023-06-04 03:30:00,15.5878
"455",2023-06-04 03:40:00,15.435
"456",2023-06-04 03:50:00,15.3492
"457",2023-06-04 04:00:00,15.2725
"458",2023-06-04 04:10:00,15.3204
"459",2023-06-04 04:20:00,15.5496
"460",2023-06-04 04:30:00,15.664
"461",2023-06-04 04:40:00,15.7
"462",2023-06-04 04:50:00,15.7
"463",2023-06-04 05:00:00,15.6
"464",2023-06-04 05:10:00,15.6
"465",2023-06-04 05:20:00,15.6
"466",2023-06-04 05:30:00,15.6
"467",2023-06-04 05:40:00,15.6
"468",2023-06-04 05:50:00,15.6165
"469",2023-06-04 06:00:00,15.607
"470",2023-06-04 06:10:00,15.798
"471",2023-06-04 06:20:00,16.0747
"472",2023-06-04 06:30:00,16.4369
"473",2023-06-04 06:40:00,16.789
"474",2023-06-04 06:50:00,17.1605
"475",2023-06-04 07:00:00,17.5603
"476",2023-06-04 07:10:00,17.8455
"477",2023-06-04 07:20:00,17.8835
"478",2023-06-04 07:30:00,18.1213
"479",2023-06-04 07:40:00,18.407
"480",2023-06-04 07:50:00,18.616
"481",2023-06-04 08:00:00,18.9298
"482",2023-06-04 08:10:00,19.2915
"483",2023-06-04 08:20:00,19.6148
"484",2023-06-04 08:30:00,20.186
"485",2023-06-04 08:40:00,20.7195
"486",2023-06-04 08:50:00,21.1296
"487",2023-06-04 09:00:00,21.5879
"488",2023-06-04 09:10:00,22.0655
"489",2023-06-04 09:20:00,22.4483
"490",2023-06-04 09:30:00,22.6689
"491",2023-06-04 09:40:00,23.0712
"492",2023-06-04 09:50:00,23.6287
"493",2023-06-04 10:00:00,24.1101
"494",2023-06-04 10:10:00,24.1582
"495",2023-06-04 10:20:00,24.5253
"496",2023-06-04 10:30:00,24.9506
"497",2023-06-04 10:40:00,25.125
"498",2023-06-04 10:50:00,25.387
"499",2023-06-04 11:00:00,25.8147
"500",2023-06-04 11:10:00,26.107
"501",2023-06-04 11:20:00,26.5755
"502",2023-06-04 11:30:00,27.0459
"503",2023-06-04 11:40:00,27.6061
"504",2023-06-04 11:50:00,27.7539
"505",2023-06-04 12:00:00,27.6554
"506",2023-06-04 12:10:00,27.8031
"507",2023-06-04 12:20:00,27.8228
"508",2023-06-04 12:30:00,27.9808
"509",2023-06-04 12:40:00,28.1194
"510",2023-06-04 12:50:00,28.5156
"511",2023-06-04 13:00:00,28.7738
"512",2023-06-04 13:10:00,28.7045
"513",2023-06-04 13:20:00,28.5955
"514",2023-06-04 13:30:00,28.4267
"515",2023-06-04 13:40:00,28.9033
"516",2023-06-04 13:50:00,28.9231
"517",2023-06-04 14:00:00,27.8729
"518",2023-06-04 14:10:00,26.8986
"519",2023-06-04 14:20:00,26.5855
"520",2023-06-04 14:30:00,27.3011
"521",2023-06-04 14:40:00,27.0655
"522",2023-06-04 14:50:00,27.5569
"523",2023-06-04 15:00:00,27.9018
"524",2023-06-04 15:10:00,28.1689
"525",2023-06-04 15:20:00,28.5455
"526",2023-06-04 15:30:00,29.3522
"527",2023-06-04 15:40:00,29.5421
"528",2023-06-04 15:50:00,29.0328
"529",2023-06-04 16:00:00,28.8833
"530",2023-06-04 16:10:00,28.9331
"531",2023-06-04 16:20:00,28.1988
"532",2023-06-04 16:30:00,27.5076
"533",2023-06-04 16:40:00,27.0263
"534",2023-06-04 16:50:00,26.6634
"535",2023-06-04 17:00:00,26.6144
"536",2023-06-04 17:10:00,27.3504
"537",2023-06-04 17:20:00,27.0069
"538",2023-06-04 17:30:00,26.2338
"539",2023-06-04 17:40:00,26.6636
"540",2023-06-04 17:50:00,26.1656
"541",2023-06-04 18:00:00,25.5131
"542",2023-06-04 18:10:00,25.2511
"543",2023-06-04 18:20:00,24.97
"544",2023-06-04 18:30:00,24.7089
"545",2023-06-04 18:40:00,24.5158
"546",2023-06-04 18:50:00,24.4092
"547",2023-06-04 19:00:00,24.3704
"548",2023-06-04 19:10:00,24.3803
"549",2023-06-04 19:20:00,24.0041
"550",2023-06-04 19:30:00,23.6192
"551",2023-06-04 19:40:00,23.3592
"552",2023-06-04 19:50:00,23.1096
"553",2023-06-04 20:00:00,22.8028
"554",2023-06-04 20:10:00,22.4962
"555",2023-06-04 20:20:00,22.2378
"556",2023-06-04 20:30:00,22.094
"557",2023-06-04 20:40:00,21.8552
"558",2023-06-04 20:50:00,21.5496
"559",2023-06-04 21:00:00,21.3395
"560",2023-06-04 21:10:00,21.1772
"561",2023-06-04 21:20:00,21.0245
"562",2023-06-04 21:30:00,20.853
"563",2023-06-04 21:40:00,20.672
"564",2023-06-04 21:50:00,20.462
"565",2023-06-04 22:00:00,20.329
"566",2023-06-04 22:10:00,20.1573
"567",2023-06-04 22:20:00,19.967
"568",2023-06-04 22:30:00,19.853
"569",2023-06-04 22:40:00,19.7865
"570",2023-06-04 22:50:00,19.758
"571",2023-06-04 23:00:00,19.6908
"572",2023-06-04 23:10:00,19.6335
"573",2023-06-04 23:20:00,19.567
"574",2023-06-04 23:30:00,19.4815
"575",2023-06-04 23:40:00,19.472
"576",2023-06-04 23:50:00,19.377
"577",2023-06-05,19.263
"578",2023-06-05 00:10:00,19.206
"579",2023-06-05 00:20:00,19.187
"580",2023-06-05 00:30:00,19.1205
"581",2023-06-05 00:40:00,19.092
"582",2023-06-05 00:50:00,19.0248
"583",2023-06-05 01:00:00,18.996
"584",2023-06-05 01:10:00,18.92
"585",2023-06-05 01:20:00,18.8345
"586",2023-06-05 01:30:00,18.73
"587",2023-06-05 01:40:00,18.7015
"588",2023-06-05 01:50:00,18.616
"589",2023-06-05 02:00:00,18.5685
"590",2023-06-05 02:10:00,18.521
"591",2023-06-05 02:20:00,18.4545
"592",2023-06-05 02:30:00,18.426
"593",2023-06-05 02:40:00,18.3595
"594",2023-06-05 02:50:00,18.331
"595",2023-06-05 03:00:00,18.331
"596",2023-06-05 03:10:00,18.331
"597",2023-06-05 03:20:00,18.2835
"598",2023-06-05 03:30:00,18.188
"599",2023-06-05 03:40:00,18.1305
"600",2023-06-05 03:50:00,18.0545
"601",2023-06-05 04:00:00,17.9595
"602",2023-06-05 04:10:00,17.95
"603",2023-06-05 04:20:00,17.912
"604",2023-06-05 04:30:00,17.9405
"605",2023-06-05 04:40:00,18.0355
"606",2023-06-05 04:50:00,18.045
"607",2023-06-05 05:00:00,18.045
"608",2023-06-05 05:10:00,18.0355
"609",2023-06-05 05:20:00,17.95
"610",2023-06-05 05:30:00,17.9785
"611",2023-06-05 05:40:00,17.9785
"612",2023-06-05 05:50:00,17.95
"613",2023-06-05 06:00:00,17.9405
"614",2023-06-05 06:10:00,17.95
"615",2023-06-05 06:20:00,17.95
"616",2023-06-05 06:30:00,17.95
"617",2023-06-05 06:40:00,17.95
"618",2023-06-05 06:50:00,18.0355
"619",2023-06-05 07:00:00,17.9785
"620",2023-06-05 07:10:00,18.045
"621",2023-06-05 07:20:00,18.14
"622",2023-06-05 07:30:00,18.2264
"623",2023-06-05 07:40:00,18.6922
"624",2023-06-05 07:50:00,19.691
"625",2023-06-05 08:00:00,20.0715
"626",2023-06-05 08:10:00,20.0525
"627",2023-06-05 08:20:00,20.024
"628",2023-06-05 08:30:00,20.6815
"629",2023-06-05 08:40:00,21.607
"630",2023-06-05 08:50:00,22.5825
"631",2023-06-05 09:00:00,23.2921
"632",2023-06-05 09:10:00,24.0137
"633",2023-06-05 09:20:00,24.1004
"634",2023-06-05 09:30:00,24.0332
"635",2023-06-05 09:40:00,24.3032
"636",2023-06-05 09:50:00,24.767
"637",2023-06-05 10:00:00,25.0862
"638",2023-06-05 10:10:00,25.0862
"639",2023-06-05 10:20:00,25.0765
"640",2023-06-05 10:30:00,25.2705
"641",2023-06-05 10:40:00,25.5616
"642",2023-06-05 10:50:00,25.9901
"643",2023-06-05 11:00:00,26.7127
"644",2023-06-05 11:10:00,27.4585
"645",2023-06-05 11:20:00,27.675
"646",2023-06-05 11:30:00,27.6258
"647",2023-06-05 11:40:00,27.5668
"648",2023-06-05 11:50:00,27.8429
"649",2023-06-05 12:00:00,28.3471
"650",2023-06-05 12:10:00,28.456
"651",2023-06-05 12:20:00,27.7447
"652",2023-06-05 12:30:00,27.7739
"653",2023-06-05 12:40:00,28.0897
"654",2023-06-05 12:50:00,29.0232
"655",2023-06-05 13:00:00,30.0538
"656",2023-06-05 13:10:00,30.4469
"657",2023-06-05 13:20:00,29.8331
"658",2023-06-05 13:30:00,28.5953
"659",2023-06-05 13:40:00,28.9233
"660",2023-06-05 13:50:00,29.602
"661",2023-06-05 14:00:00,29.5821
"662",2023-06-05 14:10:00,29.0528
"663",2023-06-05 14:20:00,28.169
"664",2023-06-05 14:30:00,26.8407
"665",2023-06-05 14:40:00,26.2143
"666",2023-06-05 14:50:00,25.9608
"667",2023-06-05 15:00:00,24.9123
"668",2023-06-05 15:10:00,23.7442
"669",2023-06-05 15:20:00,23.8502
"670",2023-06-05 15:30:00,24.4287
"671",2023-06-05 15:40:00,24.3031
"672",2023-06-05 15:50:00,24.5253
"673",2023-06-05 16:00:00,24.825
"674",2023-06-05 16:10:00,24.6703
"675",2023-06-05 16:20:00,23.9367
